"species","mean_rel_abund","overall_prevalence","n_cohorts_passing_threshold","passed_abundance_prevalence_filter","passed_majority_cohort_rule","kept_final"
"Leuconostoc citreum",2.77053824362606e-05,0.0056657223796034,1,FALSE,FALSE,FALSE
"Propionibacterium freudenreichii",0.000288016997167139,0.0113314447592068,1,FALSE,FALSE,FALSE
"Salmonella enterica",0,0,0,FALSE,FALSE,FALSE
"Actinomyces viscosus",0,0,0,FALSE,FALSE,FALSE
"Paeniclostridium sordellii",0,0,0,FALSE,FALSE,FALSE
"Kosakonia cowanii",0,0,0,FALSE,FALSE,FALSE
"Trueperella bernardiae",0,0,0,FALSE,FALSE,FALSE
"Leuconostoc carnosum",0.000101954674220963,0.0084985835694051,0,FALSE,FALSE,FALSE
"Sporanaerobacter sp. PP17-6a",0,0,0,FALSE,FALSE,FALSE
"Actinomyces sp. oral taxon 448",0,0,0,FALSE,FALSE,FALSE
"Latilactobacillus fuchuensis",0,0,0,FALSE,FALSE,FALSE
"Actinotignum schaalii",8.38526912181303e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Actinomyces sp. S6-Spd3",4.55807365439093e-05,0.0141643059490085,0,FALSE,FALSE,FALSE
"Mogibacterium diversum",0.00179059490084986,0.169971671388102,2,FALSE,FALSE,FALSE
"[Eubacterium] sulci",0.000272634560906516,0.0651558073654391,1,FALSE,FALSE,FALSE
"Veillonellaceae bacterium DNF00626",0,0,0,FALSE,FALSE,FALSE
"Gardnerella vaginalis",3.54957507082153e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Mageeibacillus indolicus",0,0,0,FALSE,FALSE,FALSE
"Weissella koreensis",0,0,0,FALSE,FALSE,FALSE
"Blautia sp. An249",0.000336175637393768,0.0169971671388102,0,FALSE,FALSE,FALSE
"Lactiplantibacillus paraplantarum",0,0,0,FALSE,FALSE,FALSE
"Lactobacillus helveticus",0.000204277620396601,0.0056657223796034,0,FALSE,FALSE,FALSE
"Eubacterium sp. CAG:786",1.07082152974504e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Leuconostoc suionicum",0,0,0,FALSE,FALSE,FALSE
"Pantoea agglomerans",0,0,0,FALSE,FALSE,FALSE
"Pantoea vagans",0,0,0,FALSE,FALSE,FALSE
"Firmicutes bacterium CAG:555",0.00957949008498584,0.0226628895184136,0,FALSE,FALSE,FALSE
"Bifidobacterium scardovii",0.00372192634560907,0.0056657223796034,0,FALSE,FALSE,FALSE
"Streptococcus infantarius",0,0,0,FALSE,FALSE,FALSE
"Actinomyces naeslundii",5.01416430594901e-05,0.0113314447592068,1,FALSE,FALSE,FALSE
"Lactobacillus iners",8.80169971671388e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Roseburia sp. 831b",0,0,0,FALSE,FALSE,FALSE
"Escherichia sp. ESNIH1",0,0,0,FALSE,FALSE,FALSE
"Kocuria rhizophila",0,0,0,FALSE,FALSE,FALSE
"Pseudomonas helleri",0,0,0,FALSE,FALSE,FALSE
"Stenotrophomonas maltophilia",0,0,0,FALSE,FALSE,FALSE
"Citrobacter koseri",0.000107762039660057,0.0084985835694051,0,FALSE,FALSE,FALSE
"Streptococcus pneumoniae",0.00120056657223796,0.0028328611898017,0,FALSE,FALSE,FALSE
"Streptococcus massiliensis",0.000989348441926346,0.0028328611898017,0,FALSE,FALSE,FALSE
"Prevotella sp. oral taxon 299",0,0,0,FALSE,FALSE,FALSE
"Neisseria bacilliformis",0,0,0,FALSE,FALSE,FALSE
"Serratia fonticola",0,0,0,FALSE,FALSE,FALSE
"Enterobacter soli",0,0,0,FALSE,FALSE,FALSE
"Levilactobacillus brevis",0,0,0,FALSE,FALSE,FALSE
"Arachnia propionica",0,0,0,FALSE,FALSE,FALSE
"Ralstonia pickettii",0,0,0,FALSE,FALSE,FALSE
"Streptococcus sp. SK643",0,0,0,FALSE,FALSE,FALSE
"Atlantibacter hermannii",0,0,0,FALSE,FALSE,FALSE
"Slackia exigua",0.0213507082152974,0.0084985835694051,0,FALSE,FALSE,FALSE
"Mogibacterium timidum",7.76770538243626e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Enterococcus gilvus",0,0,0,FALSE,FALSE,FALSE
"Prevotella veroralis",0,0,0,FALSE,FALSE,FALSE
"Mogibacterium pumilum",0,0,0,FALSE,FALSE,FALSE
"Prevotella sp. oral taxon 306",0,0,0,FALSE,FALSE,FALSE
"Alloprevotella rava",0,0,0,FALSE,FALSE,FALSE
"Serratia ureilytica",0,0,0,FALSE,FALSE,FALSE
"Negativicoccus succinicivorans",0.000269546742209632,0.0028328611898017,0,FALSE,FALSE,FALSE
"Selenomonas sputigena",0,0,0,FALSE,FALSE,FALSE
"Oribacterium asaccharolyticum",0,0,0,FALSE,FALSE,FALSE
"Selenomonas sp. oral taxon 138",0,0,0,FALSE,FALSE,FALSE
"Paenibacillus lactis",0,0,0,FALSE,FALSE,FALSE
"Lachnoanaerobaculum saburreum",3.59490084985836e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Lautropia mirabilis",0,0,0,FALSE,FALSE,FALSE
"Tannerella serpentiformis",0,0,0,FALSE,FALSE,FALSE
"Cardiobacterium hominis",0,0,0,FALSE,FALSE,FALSE
"Selenomonas noxia",0,0,0,FALSE,FALSE,FALSE
"Cardiobacterium valvarum",0,0,0,FALSE,FALSE,FALSE
"Peptostreptococcus sp. MV1",0.0327107365439093,0.0056657223796034,0,FALSE,FALSE,FALSE
"Yersinia enterocolitica",0.000687648725212465,0.0028328611898017,0,FALSE,FALSE,FALSE
"Actinobaculum massiliense",0,0,0,FALSE,FALSE,FALSE
"Actinomyces massiliensis",0,0,0,FALSE,FALSE,FALSE
"Alistipes sp. CAG:831",0.00647915014164306,0.0056657223796034,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:755",0.0193324645892351,0.0141643059490085,0,FALSE,FALSE,FALSE
"Dialister succinatiphilus",0.00419838526912181,0.0169971671388102,0,FALSE,FALSE,FALSE
"Ruminococcus sp. CAG:624",0.0187658640226629,0.0254957507082153,0,FALSE,FALSE,FALSE
"Clostridium sp. CAG:510",0.0376173371104816,0.0226628895184136,0,FALSE,FALSE,FALSE
"Alistipes sp. An31A",0.00642883852691218,0.0254957507082153,1,FALSE,FALSE,FALSE
"Schaalia radingae",0,0,0,FALSE,FALSE,FALSE
"Streptococcus pyogenes",0,0,0,FALSE,FALSE,FALSE
"Corynebacterium pseudodiphtheriticum",0,0,0,FALSE,FALSE,FALSE
"Enterococcus italicus",0,0,0,FALSE,FALSE,FALSE
"Dorea sp. D27",0,0,0,FALSE,FALSE,FALSE
"Streptococcus viridans",8.96317280453258e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Bacteroides sp. CAG:443",0.0460783569405099,0.0226628895184136,0,FALSE,FALSE,FALSE
"Hydrogenibacillus schlegelii",0,0,0,FALSE,FALSE,FALSE
"Anaerobiospirillum thomasii",0,0,0,FALSE,FALSE,FALSE
"Limnochorda pilosa",0,0,0,FALSE,FALSE,FALSE
"Barnesiella sp. An22",0.0010414164305949,0.0028328611898017,0,FALSE,FALSE,FALSE
"Paludisphaera borealis",0,0,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:617",0.0016957223796034,0.0028328611898017,0,FALSE,FALSE,FALSE
"Phocaeicola coprophilus",0.0333038243626062,0.0396600566572238,1,FALSE,FALSE,FALSE
"Bacteroides sp. CAG:462",0.017928611898017,0.0198300283286119,0,FALSE,FALSE,FALSE
"Kouleothrix aurantiaca",0,0,0,FALSE,FALSE,FALSE
"Acidaminococcus fermentans",0.00249356940509915,0.0113314447592068,0,FALSE,FALSE,FALSE
"Franconibacter helveticus",0,0,0,FALSE,FALSE,FALSE
"Desulfovibrio sp. An276",1.26628895184136e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:1124",0,0,0,FALSE,FALSE,FALSE
"Firmicutes bacterium CAG:791",0.000282322946175637,0.0084985835694051,0,FALSE,FALSE,FALSE
"Succinatimonas hippei",0,0,0,FALSE,FALSE,FALSE
"Megasphaera hexanoica",0,0,0,FALSE,FALSE,FALSE
"Acholeplasma oculi",0,0,0,FALSE,FALSE,FALSE
"Muribaculum intestinale",0,0,0,FALSE,FALSE,FALSE
"Brachyspira sp. CAG:700",0,0,0,FALSE,FALSE,FALSE
"Ruminococcus sp. CAG:579",0.0323059206798867,0.0169971671388102,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:1058",0.0132871104815864,0.0028328611898017,0,FALSE,FALSE,FALSE
"Phocaeicola salanitronis",0,0,0,FALSE,FALSE,FALSE
"Bacteroides faecichinchillae",0.000148725212464589,0.0084985835694051,0,FALSE,FALSE,FALSE
"Clostridium sp. CAG:632",0.00214844192634561,0.0084985835694051,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:5226",0.100646798866856,0.0169971671388102,0,FALSE,FALSE,FALSE
"Methanosphaera stadtmanae",0.00350977337110482,0.0368271954674221,1,FALSE,FALSE,FALSE
"Bacteroides sp. An322",0,0,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:1320",0.109762917847025,0.0056657223796034,0,FALSE,FALSE,FALSE
"Alistipes sp. An66",0.000246345609065156,0.0028328611898017,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:924",0,0,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:873",0.0157262606232295,0.0056657223796034,0,FALSE,FALSE,FALSE
"Bacteroides sp. CAG:927",0.0453489235127479,0.0084985835694051,0,FALSE,FALSE,FALSE
"Parabacteroides gordonii",0,0,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:485",0.0467369971671388,0.0368271954674221,1,FALSE,FALSE,FALSE
"Entamoeba dispar",0,0,0,FALSE,FALSE,FALSE
"Entamoeba histolytica",0,0,0,FALSE,FALSE,FALSE
"Barnesiella viscericola",0,0,0,FALSE,FALSE,FALSE
"Bacteroides caecimuris",0,0,0,FALSE,FALSE,FALSE
"Eubacterium pyruvativorans",0,0,0,FALSE,FALSE,FALSE
"Prevotella sp. CAG:1031",0.0135849008498584,0.0056657223796034,0,FALSE,FALSE,FALSE
"Streptococcus sobrinus",0,0,0,FALSE,FALSE,FALSE
"Pyramidobacter piscolens",0,0,0,FALSE,FALSE,FALSE
"Megamonas rupellensis",0,0,0,FALSE,FALSE,FALSE
"Companilactobacillus versmoldensis",0.000145779036827195,0.0056657223796034,0,FALSE,FALSE,FALSE
"Eggerthia catenaformis",0,0,0,FALSE,FALSE,FALSE
"Peptoniphilus asaccharolyticus",0,0,0,FALSE,FALSE,FALSE
"Tetragenococcus halophilus",0,0,0,FALSE,FALSE,FALSE
"Romboutsia hominis",0,0,0,FALSE,FALSE,FALSE
"Fusobacterium necrophorum",7.73937677053824e-05,0.0113314447592068,0,FALSE,FALSE,FALSE
"Subdoligranulum variabile",0,0,0,FALSE,FALSE,FALSE
"Helicobacter winghamensis",0,0,0,FALSE,FALSE,FALSE
"Ligilactobacillus saerimneri",0,0,0,FALSE,FALSE,FALSE
"Acinetobacter johnsonii",4.26062322946176e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Helicobacter pullorum",0.00240971671388102,0.0028328611898017,0,FALSE,FALSE,FALSE
"Mediterranea sp. An20",0,0,0,FALSE,FALSE,FALSE
"Fusobacterium varium",1.6628895184136e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Companilactobacillus alimentarius",8.12747875354108e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Lactococcus raffinolactis",0,0,0,FALSE,FALSE,FALSE
"Lactiplantibacillus pentosus",0.000136232294617564,0.0028328611898017,0,FALSE,FALSE,FALSE
"Loigolactobacillus coryniformis",7.64872521246459e-07,0.0028328611898017,0,FALSE,FALSE,FALSE
"Staphylococcus equorum",2.40793201133144e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Campylobacter coli",3.96600566572238e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Companilactobacillus nodensis",7.17847025495751e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Staphylococcus succinus",0,0,0,FALSE,FALSE,FALSE
"Leuconostoc pseudomesenteroides",0.000424475920679887,0.0084985835694051,0,FALSE,FALSE,FALSE
"Parascardovia denticolens",0.000270028328611898,0.0056657223796034,0,FALSE,FALSE,FALSE
"Stomatobaculum longum",4.81586402266289e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Acinetobacter idrijaensis",2.52407932011331e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Streptococcus sp. HMSC070B10",1.07648725212465e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Oenococcus oeni",2.63456090651558e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Klebsiella quasivariicola",0,0,0,FALSE,FALSE,FALSE
"Staphylococcus saprophyticus",5.84985835694051e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Phyllobacterium myrsinacearum",4.55807365439093e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Lachnoclostridium sp. An169",0,0,0,FALSE,FALSE,FALSE
"[Eubacterium] saphenum",1.88951841359773e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Lachnoclostridium sp. An196",1.52407932011331e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Megasphaera stantonii",2.90368271954674e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Streptococcus pseudopneumoniae",3.07082152974504e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Streptococcus sp. HMSC067H01",2.70254957507082e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Streptococcus sp. HMSC071D03",6.60056657223796e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Paraclostridium bifermentans",0,0,0,FALSE,FALSE,FALSE
"Macrococcus caseolyticus",2.53257790368272e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Vagococcus lutrae",6.0056657223796e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Enterococcus cecorum",3.14447592067989e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Citrobacter sp. MGH106",0,0,0,FALSE,FALSE,FALSE
"Peptoniphilus grossensis",0,0,0,FALSE,FALSE,FALSE
"Sneathia vaginalis",6.29745042492918e-05,0.0056657223796034,0,FALSE,FALSE,FALSE
"Metamycoplasma hominis",2.71954674220963e-06,0.0028328611898017,0,FALSE,FALSE,FALSE
"Fusobacterium hwasookii",0,0,0,FALSE,FALSE,FALSE
"Pyramidobacter sp. C12-8",0,0,0,FALSE,FALSE,FALSE
"Lentilactobacillus buchneri",0,0,0,FALSE,FALSE,FALSE
"Peptoniphilus sp. DNF00840",0,0,0,FALSE,FALSE,FALSE
"Streptococcus sp. HMSC034E03",1.27762039660057e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
"Citrobacter gillenii",5.78753541076487e-05,0.0028328611898017,0,FALSE,FALSE,FALSE
